Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
19931776,Acetaminofen Y Codeina,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Tableta,Aprix-F,Novamed,Aprix-F (Novamed) - Cada Tableta contiene: Codeina Fosfato 30 mg + Acetaminofen 325 mg,Comercial,2310.618443,Alto,3
19931777,Acetaminofen Y Codeina,Codeina Fosfato 8 mg + Acetaminofen 325 mg,mg,Tableta,Aprix,Novamed,Aprix (Novamed) - Cada Tableta contiene: Codeina Fosfato 8 mg + Acetaminofen 325 mg,Comercial,1069.468499,Alto,3
19931778,Amantadina,Amantadina 100 mg,mg,Capsula,Zintergia,Novamed,Zintergia (Novamed) - Cada Capsula contiene: Amantadina 100 mg,Comercial,6418.889605,Medio,2
19931778,Amantadina,Amantadina 100 mg,mg,Capsula,Zintergia,Novamed,Zintergia (Novamed) - Cada Capsula contiene: Amantadina 100 mg,Institucional,2750,Medio,2
19931835,Losartan,Losartan 50 mg,mg,Tableta,Losartan,La Sante,Losartan (La Sante) - Cada Tableta contiene: Losartan 50 mg,Comercial,527.1300359,Alto,3
19931835,Losartan,Losartan 50 mg,mg,Tableta,Losartan,La Sante,Losartan (La Sante) - Cada Tableta contiene: Losartan 50 mg,Institucional,70,Medio,2
19931879,Metoclopramida,Metoclopramida 10 mg,ml,Ampolla,Metoclopramida,Biosano,Metoclopramida (Biosano) - Ampolla 2 ml - Cada 2 ml contiene: Metoclopramida 10 mg,Institucional,4.236489726,Bajo,1
19931880,Fentanilo,"Fentanilo 0,5 mg",ml,Ampolla,Fentanilo,Biosano,"Fentanilo (Biosano) - Ampolla 10 ml - Cada 10 ml contiene: Fentanilo 0,5 mg",Institucional,15.11784956,Bajo,1
19931883,Bupivacaina,Bupivacaina 50 mg,ml,Ampolla,Bupivacaina,Biosano,Bupivacaina (Biosano) - Ampolla 10 ml - Cada 10 ml contiene: Bupivacaina 50 mg,Institucional,27.09257732,Bajo,1
19932059,Acetaminofen + Cetirizina + Fenilefrina,Fenilefrina 10 mg + Cetirizina 5 mg + Acetaminofen 500 mg,mg,Tableta,Griptotal,Genfar,Griptotal (Genfar) - Cada Tableta contiene: Fenilefrina 10 mg + Cetirizina 5 mg + Acetaminofen 500 mg,Comercial,672.2492046,Alto,3
19932060,Candesartan,Candesartan 8 mg,mg,Tableta,Candesartan,Genfar,Candesartan (Genfar) - Cada Tableta contiene: Candesartan 8 mg,Comercial,300.5920066,Bajo,1
19932060,Candesartan,Candesartan 8 mg,mg,Tableta,Candesartan,Genfar,Candesartan (Genfar) - Cada Tableta contiene: Candesartan 8 mg,Institucional,249.7645126,Medio,2
19932108,Pamoato De Pirantel,Pirantel 250 mg,mg,Tableta,Pamoato De Pirantel,Pentacoop,Pamoato De Pirantel (Pentacoop) - Cada Tableta contiene: Pirantel 250 mg,Comercial,8910.564699,Alto,3
19932135,Betametasona + Neomicina + Clotrimazol,"Clotrimazol 1 mg + Neomicina 0,5 mg + Betametasona 0,04 g",g,Tubo,Betametasona,Genfar,"Betametasona (Genfar) - Tubo 20 g - Cada 100 g contiene: Clotrimazol 1 mg + Neomicina 0,5 mg + Betametasona 0,04 g",Comercial,10596.98373,Medio,2
19932135,Betametasona + Neomicina + Clotrimazol,"Clotrimazol 1 mg + Neomicina 0,5 mg + Betametasona 0,04 g",g,Tubo,Betametasona,Genfar,"Betametasona (Genfar) - Tubo 20 g - Cada 100 g contiene: Clotrimazol 1 mg + Neomicina 0,5 mg + Betametasona 0,04 g",Institucional,2646.784658,Medio,2
19932135,Betametasona + Neomicina + Clotrimazol,"Neomicina 0,5 g + Betametasona 0,04 mg + Clotrimazol 1 g",g,Tubo,Betametasona,Genfar,"Betametasona (Genfar) - Tubo 40 g - Cada 100 g contiene: Neomicina 0,5 g + Betametasona 0,04 mg + Clotrimazol 1 g",Comercial,15182.36684,Medio,2
19932135,Betametasona + Neomicina + Clotrimazol,"Neomicina 0,5 g + Betametasona 0,04 mg + Clotrimazol 1 g",g,Tubo,Betametasona,Genfar,"Betametasona (Genfar) - Tubo 40 g - Cada 100 g contiene: Neomicina 0,5 g + Betametasona 0,04 mg + Clotrimazol 1 g",Institucional,2935.287613,Medio,2
19932152,Ciclosporina,Ciclosporina 1 mg,ml,Frasco,Modusik,Sophia,Modusik (Sophia) - Frasco 5 ml - Cada 1 ml contiene: Ciclosporina 1 mg,Comercial,166678.2419,Medio,2
19932152,Ciclosporina,Ciclosporina 1 mg,ml,Frasco,Modusik,Sophia,Modusik (Sophia) - Frasco 5 ml - Cada 1 ml contiene: Ciclosporina 1 mg,Institucional,128830.965,Medio,2
19932170,Tenecteplasa,Tenecteplasa 50 mg,mg,Vial,Metalyse,Boehringer,Metalyse (Boehringer) - Cada Vial contiene: Tenecteplasa 50 mg,Institucional,2856140.561,Medio,2
19932174,Metoclopramida,Metoclopramida 10 mg,mg,Tableta,Plasil,Bussié,Plasil (Bussié) - Cada Tableta contiene: Metoclopramida 10 mg,Comercial,1729.481777,Alto,3
19932174,Metoclopramida,Metoclopramida 10 mg,mg,Tableta,Plasil,Bussié,Plasil (Bussié) - Cada Tableta contiene: Metoclopramida 10 mg,Institucional,251.8541667,Alto,3
19932247,Galantamina,Galantamina 400 mg,ml,Frasco,Reminyl,Janssen,Reminyl (Janssen) - Frasco 100 ml - Cada 100 ml contiene: Galantamina 400 mg,Comercial,472437.0579,Medio,2
19932247,Galantamina,Galantamina 400 mg,ml,Frasco,Reminyl,Janssen,Reminyl (Janssen) - Frasco 100 ml - Cada 100 ml contiene: Galantamina 400 mg,Institucional,455593.287,Medio,2
19932353,Cefuroxima,Cefuroxima 500 mg,mg,Tableta,Cefuroxima,Genfar,Cefuroxima (Genfar) - Cada Tableta contiene: Cefuroxima 500 mg,Comercial,3663.509646,Medio,2
19932353,Cefuroxima,Cefuroxima 500 mg,mg,Tableta,Cefuroxima,Genfar,Cefuroxima (Genfar) - Cada Tableta contiene: Cefuroxima 500 mg,Institucional,2354,Bajo,1
19932460,Hidroxizina,Hidroxicina 25 mg,mg,Tableta,Hidroxicina,La Sante,Hidroxicina (La Sante) - Cada Tableta contiene: Hidroxicina 25 mg,Comercial,211.3517771,Alto,3
19932573,Sertralina,Sertralina 50 mg,mg,Tableta,Sertralina,Genfar,Sertralina (Genfar) - Cada Tableta contiene: Sertralina 50 mg,Comercial,6994.812905,Alto,3
19932573,Sertralina,Sertralina 50 mg,mg,Tableta,Sertralina,Genfar,Sertralina (Genfar) - Cada Tableta contiene: Sertralina 50 mg,Institucional,69.20143598,Bajo,1
19932578,Sertralina,Sertralina 100 mg,mg,Tableta,Sertralina,Genfar,Sertralina (Genfar) - Cada Tableta contiene: Sertralina 100 mg,Comercial,5405.598423,Medio,2
19932578,Sertralina,Sertralina 100 mg,mg,Tableta,Sertralina,Genfar,Sertralina (Genfar) - Cada Tableta contiene: Sertralina 100 mg,Institucional,142.612715,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 1000 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Institucional,2824.475451,Alto,3
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 1000 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Comercial,1892.11559,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 500 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Institucional,1788.068899,Medio,2
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 500 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Comercial,1308.982652,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 250 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Institucional,1633.933975,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 250 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Comercial,1103.749319,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 100 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Institucional,1352.698307,Bajo,1
19932754,Cloruro De Sodio,"Cloruro De Sodio 0,9 g",ml,Bolsa,Cloruro De Sodio,Fresenius,"Cloruro De Sodio (Fresenius) - Bolsa 100 ml - Cada 100 ml contiene: Cloruro De Sodio 0,9 g",Comercial,1020,Bajo,1
19932854,Metformina,Metformina 850 mg,mg,Tableta,Metformina,Mk,Metformina (Mk) - Cada Tableta contiene: Metformina 850 mg,Comercial,778.6380187,Medio,2
19932854,Metformina,Metformina 850 mg,mg,Tableta,Metformina,Mk,Metformina (Mk) - Cada Tableta contiene: Metformina 850 mg,Institucional,169.88,Medio,2
19932905,Zinc Preparaciones,Oxido De Zinc 20 mg,g,Frasco,Beibysan,Labquifar,Beibysan (Labquifar) - Frasco 60 g - Cada 100 g contiene: Oxido De Zinc 20 mg,Comercial,9000,Bajo,1
19932905,Zinc Preparaciones,Oxido De Zinc 20 mg,g,Frasco,Beibysan,Labquifar,Beibysan (Labquifar) - Frasco 110 g - Cada 100 g contiene: Oxido De Zinc 20 mg,Comercial,13412.90323,Alto,3
19932905,Zinc Preparaciones,Oxido De Zinc 20 mg,g,Frasco,Beibysan,Labquifar,Beibysan (Labquifar) - Frasco 110 g - Cada 100 g contiene: Oxido De Zinc 20 mg,Institucional,8500,Medio,2
19932911,Cefradina,Cefradina 500 mg,mg,Tableta,Cefagram,Comerfar,Cefagram (Comerfar) - Cada Tableta contiene: Cefradina 500 mg,Comercial,1726.831118,Alto,3
19932912,Cetirizina,"Cetirizina 0,1 mg",ml,Frasco,Zyrfar,Patmar,"Zyrfar (Patmar) - Frasco 60 ml - Cada 100 ml contiene: Cetirizina 0,1 mg",Comercial,19461,Medio,2
19932984,Losartan,Losartan 50 mg,mg,Tableta,Losartan,American Generics,Losartan (American Generics) - Cada Tableta contiene: Losartan 50 mg,Comercial,349.4309746,Medio,2
19932984,Losartan,Losartan 50 mg,mg,Tableta,Losartan,American Generics,Losartan (American Generics) - Cada Tableta contiene: Losartan 50 mg,Institucional,0.7169502199,Bajo,1
19932994,Acido Alginico,"Acido Alginico 2,94 mg",ml,Frasco,Reflufin,Farmaser,"Reflufin (Farmaser) - Frasco 240 ml - Cada 100 ml contiene: Acido Alginico 2,94 mg",Comercial,36769.62542,Alto,3
19932994,Acido Alginico,"Acido Alginico 2,94 mg",ml,Frasco,Reflufin,Farmaser,"Reflufin (Farmaser) - Frasco 360 ml - Cada 100 ml contiene: Acido Alginico 2,94 mg",Comercial,32791.50835,Bajo,1
19932996,Formoterol Y Budenosina,Budesonida 200 mcg + Formoterol 6 mcg,mcg,Capsula,Aerovial,Novamed,Aerovial (Novamed) - Cada Capsula contiene: Budesonida 200 mcg + Formoterol 6 mcg,Institucional,946.8624782,Medio,2
19932996,Formoterol Y Budenosina,Budesonida 200 mcg + Formoterol 6 mcg,mcg,Capsula,Aerovial,Novamed,Aerovial (Novamed) - Cada Capsula contiene: Budesonida 200 mcg + Formoterol 6 mcg,Comercial,941.0018938,Medio,2
19933064,Fitomenadiona,Fitomenadiona 10 mg,ml,Vial,Vitamina K1,Ecar,Vitamina K1 (Ecar) - Vial 1  ml - Cada 1 ml contiene: Fitomenadiona 10 mg,Comercial,4543.73913,Medio,2
19933064,Fitomenadiona,Fitomenadiona 10 mg,ml,Vial,Vitamina K1,Ecar,Vitamina K1 (Ecar) - Vial 1  ml - Cada 1 ml contiene: Fitomenadiona 10 mg,Institucional,1826.469697,Medio,2
19933067,Espaglumico Acido,"Espaglumico Acido 0,049 g",ml,Frasco,Naabak,Thea,"Naabak (Thea) - Frasco 5 ml - Cada 1 ml contiene: Espaglumico Acido 0,049 g",Comercial,119343.553,Medio,2
19933067,Espaglumico Acido,"Espaglumico Acido 0,049 g",ml,Frasco,Naabak,Thea,"Naabak (Thea) - Frasco 5 ml - Cada 1 ml contiene: Espaglumico Acido 0,049 g",Institucional,44929.80981,Medio,2
19933145,Dipirona,Dipirona 1 mg,ml,Ampolla,Dipirona Sodica,Ryan,Dipirona Sodica (Ryan) - Ampolla 2 ml - Cada 2 ml contiene: Dipirona 1 mg,Institucional,27.98857143,Medio,2
19933145,Dipirona,Dipirona 1 mcg,ml,Ampolla,Dipirona Sodica,Ryan,Dipirona Sodica (Ryan) - Ampolla 2 ml - Cada 2 ml contiene: Dipirona 1 mcg,Comercial,700,Medio,2
19933145,Dipirona,Dipirona 1 mcg,ml,Ampolla,Dipirona Sodica,Ryan,Dipirona Sodica (Ryan) - Ampolla 2 ml - Cada 2 ml contiene: Dipirona 1 mcg,Institucional,357.7884615,Medio,2
19933210,Electrolitos,Electrolitos,ml,Bolsa,Multielectrolitos Tipo 1,Corpaul,Multielectrolitos Tipo 1 (Corpaul) - Bolsa 500 ml - Cada 100 ml contiene: Electrolitos,Comercial,3603.407665,Medio,2
19933210,Electrolitos,Electrolitos,ml,Bolsa,Multielectrolitos Tipo 1,Corpaul,Multielectrolitos Tipo 1 (Corpaul) - Bolsa 500 ml - Cada 100 ml contiene: Electrolitos,Institucional,3005.094118,Medio,2
19933225,Cromoglicato De Sodio,Cromoglicato De Sodio 40 mg,ml,Frasco,Cromoglicato De Sodio,La Sante,Cromoglicato De Sodio (La Sante) - Frasco 5 ml - Cada 1 ml contiene: Cromoglicato De Sodio 40 mg,Comercial,13592.38066,Alto,3
19933225,Cromoglicato De Sodio,Cromoglicato De Sodio 40 mg,ml,Frasco,Cromoglicato De Sodio,La Sante,Cromoglicato De Sodio (La Sante) - Frasco 5 ml - Cada 1 ml contiene: Cromoglicato De Sodio 40 mg,Institucional,3130.434783,Bajo,1
19933276,Vacuna Difteria-Pertusis-Poliomielitis-Tetanos,Vacuna Difteria-Pertusis-Poliomielitis-Tetanos,ml,Jeringa Prellenada,Tetraxim,Sanofi Aventis,"Tetraxim (Sanofi Aventis) - Jeringa Prellenada 0,5 ml - Cada 0,5 ml contiene: Vacuna Difteria-Pertusis-Poliomielitis-Tetanos",Comercial,92414.08836,Medio,2
19933276,Vacuna Difteria-Pertusis-Poliomielitis-Tetanos,Vacuna Difteria-Pertusis-Poliomielitis-Tetanos,ml,Jeringa Prellenada,Tetraxim,Sanofi Aventis,"Tetraxim (Sanofi Aventis) - Jeringa Prellenada 0,5 ml - Cada 0,5 ml contiene: Vacuna Difteria-Pertusis-Poliomielitis-Tetanos",Institucional,88546,Medio,2
19933397,Tibolona,"Tibolona 2,5 mg",mg,Tableta,Tibonella,Chalver,"Tibonella (Chalver) - Cada Tableta contiene: Tibolona 2,5 mg",Institucional,1017.75,Alto,3
19933397,Tibolona,"Tibolona 2,5 mg",mg,Tableta,Tibonella,Chalver,"Tibonella (Chalver) - Cada Tableta contiene: Tibolona 2,5 mg",Comercial,1017.75,Medio,2
19933407,Espironolactona,Espironolactona 100 mg,mg,Tableta,Doxiclat,Pharmaderm,Doxiclat (Pharmaderm) - Cada Tableta contiene: Espironolactona 100 mg,Comercial,2333.115376,Alto,3
19933487,Clopidogrel,Clopidogrel 75 mg,mg,Tableta,Clopidogrel,Tecnoquimicas,Clopidogrel (Tecnoquimicas) - Cada Tableta contiene: Clopidogrel 75 mg,Institucional,526,Medio,2
19933487,Clopidogrel,Clopidogrel 75 mg,mg,Tableta,Clopidogrel,Tecnoquimicas,Clopidogrel (Tecnoquimicas) - Cada Tableta contiene: Clopidogrel 75 mg,Comercial,696.2585926,Bajo,1
19933606,Aminoacidos,Aminoacidos,ml,Frasco,Aminoven Infant 10%,Fresenius,Aminoven Infant 10% (Fresenius) - Frasco 250 ml - Cada 1000 ml contiene: Aminoacidos,Institucional,5891.642761,Medio,2
19933606,Aminoacidos,Aminoacidos,ml,Frasco,Aminoven Infant 10%,Fresenius,Aminoven Infant 10% (Fresenius) - Frasco 1000 ml - Cada 1000 ml contiene: Aminoacidos,Institucional,22573.31884,Medio,2
19933606,Aminoacidos,Aminoacidos,ml,Frasco,Aminoven Infant 10%,Fresenius,Aminoven Infant 10% (Fresenius) - Frasco 100 ml - Cada 1000 ml contiene: Aminoacidos,Institucional,5221.94812,Bajo,1
19933626,Acido Poliacrilico,Acido Poliacrilico 200 mg,g,Tubo,Acrylarm Gel,Mega Labs,Acrylarm Gel (Mega Labs) - Tubo 10 g - Cada 100 g contiene: Acido Poliacrilico 200 mg,Comercial,51128.86224,Medio,2
19933626,Acido Poliacrilico,Acido Poliacrilico 200 mg,g,Tubo,Acrylarm Gel,Mega Labs,Acrylarm Gel (Mega Labs) - Tubo 10 g - Cada 100 g contiene: Acido Poliacrilico 200 mg,Institucional,17782.91261,Medio,2
19933628,Dexametasona,Dexametasona 4 mg,ml,Ampolla,Dexametasona,Ryan,Dexametasona (Ryan) - Ampolla 1 ml - Cada 1 ml contiene: Dexametasona 4 mg,Institucional,700,Alto,3
19933628,Dexametasona,Dexametasona 4 mg,ml,Ampolla,Dexametasona,Ryan,Dexametasona (Ryan) - Ampolla 1 ml - Cada 1 ml contiene: Dexametasona 4 mg,Comercial,441.6666667,Bajo,1
19933797,Amitriptilina,Amitriptilina 25 mg,mg,Tableta,Amitriptilina,La Sante,Amitriptilina (La Sante) - Cada Tableta contiene: Amitriptilina 25 mg,Comercial,340.7237479,Alto,3
19951553,Levonorgestrel,"Levonorgestrel 0,75 mg",mg,Tableta,Postday,Lafrancol,"Postday (Lafrancol) - Cada Tableta contiene: Levonorgestrel 0,75 mg",Institucional,1300,Medio,2
19933798,Bicarbonato De Sodio Y Acido Acetilsalicilico,"Bicarbonato De Sodio 2,83 ui + Acido Acetilsalicilico 0,5 ui",g,Sobre,Bonfiest,Tecnofar,"Bonfiest (Tecnofar) - Cada Sobre contiene: Bicarbonato De Sodio 2,83 ui + Acido Acetilsalicilico 0,5 ui",Comercial,2491.082479,Medio,2
19933798,Bicarbonato De Sodio Y Acido Acetilsalicilico,"Acido Acetilsalicilico 0,5 g + Bicarbonato De Sodio 2,83 g",g,Sobre,Bonfiest,Tecnofar,"Bonfiest (Tecnofar) - Sobre 5,06 g - Cada 5,06 g contiene: Acido Acetilsalicilico 0,5 g + Bicarbonato De Sodio 2,83 g",Comercial,2596.837324,Medio,2
19933831,Metoclopramida,Metoclopramida 4 mg,ml,Frasco,Metoclopramida,Pentacoop,Metoclopramida (Pentacoop) - Frasco 30 ml - Cada 1 ml contiene: Metoclopramida 4 mg,Comercial,3614.796016,Bajo,1
19933831,Metoclopramida,Metoclopramida 4 mg,ml,Frasco,Metoclopramida,Pentacoop,Metoclopramida (Pentacoop) - Frasco 30 ml - Cada 1 ml contiene: Metoclopramida 4 mg,Institucional,1311.748958,Bajo,1
19933859,Tiamina (Vit B1) Combinaciones,Tiamina (Vit B1) Combinaciones,ml,Ampolla,B-Vitplus,Colmed,B-Vitplus (Colmed) - Ampolla 2 ml - Cada 2 ml contiene: Tiamina (Vit B1) Combinaciones,Comercial,9679.272576,Bajo,1
19933859,Tiamina (Vit B1) Combinaciones,Tiamina (Vit B1) Combinaciones,ml,Ampolla,B-Vitplus,Colmed,B-Vitplus (Colmed) - Ampolla 2 ml - Cada 2 ml contiene: Tiamina (Vit B1) Combinaciones,Institucional,2871.055625,Bajo,1
19933951,Aminoacidos,Aminoacidos,mg,Tableta,Ketosteril,Fresenius,Ketosteril (Fresenius) - Cada Tableta contiene: Aminoacidos,Institucional,1117.755747,Medio,2
19934015,Levonorgestrel,Levonorgestrel 75 mg,mg,Implante Intrauterino,Jadelle,Bayer,Jadelle (Bayer) - Cada Implante Intrauterino contiene: Levonorgestrel 75 mg,Institucional,90837,Bajo,1
19934076,Acido Micofenolico,Acido Micofenolico 360 mg,mg,Tableta,Myfortic,Novartis,Myfortic (Novartis) - Cada Tableta contiene: Acido Micofenolico 360 mg,Comercial,4520,Alto,3
19934076,Acido Micofenolico,Acido Micofenolico 360 mg,mg,Tableta,Myfortic,Novartis,Myfortic (Novartis) - Cada Tableta contiene: Acido Micofenolico 360 mg,Institucional,4520,Alto,3
19934077,Acido Micofenolico,Acido Micofenolico 180 mg,mg,Tableta,Myfortic,Novartis,Myfortic (Novartis) - Cada Tableta contiene: Acido Micofenolico 180 mg,Comercial,2260,Alto,3
19934077,Acido Micofenolico,Acido Micofenolico 180 mg,mg,Tableta,Myfortic,Novartis,Myfortic (Novartis) - Cada Tableta contiene: Acido Micofenolico 180 mg,Institucional,2260,Alto,3
19934159,Timolol Y Torzolamida,Timolol 5 mg + Dorzolamida 20 mg,ml,Frasco,Glaucotensil T,Mega Labs,Glaucotensil T (Mega Labs) - Frasco 5 ml - Cada 1 ml contiene: Timolol 5 mg + Dorzolamida 20 mg,Comercial,14411,Bajo,1
19934159,Timolol Y Torzolamida,Timolol 5 mg + Dorzolamida 20 mg,ml,Frasco,Glaucotensil T,Mega Labs,Glaucotensil T (Mega Labs) - Frasco 5 ml - Cada 1 ml contiene: Timolol 5 mg + Dorzolamida 20 mg,Institucional,7700,Medio,2
19934178,Escitalopram,Escitalopram 10 mg,mg,Tableta,Lexapro,Lundbeck,Lexapro (Lundbeck) - Cada Tableta contiene: Escitalopram 10 mg,Comercial,9222,Alto,3
19934178,Escitalopram,Escitalopram 10 mg,mg,Tableta,Lexapro,Lundbeck,Lexapro (Lundbeck) - Cada Tableta contiene: Escitalopram 10 mg,Institucional,1905.88,Alto,3
19934265,Cloruro De Sodio,"Cloruro De Sodio 0,1169 mg",ml,Ampolla,Sodio Cloruro,Corpaul,"Sodio Cloruro (Corpaul) - Ampolla 10 ml - Cada 1 ml contiene: Cloruro De Sodio 0,1169 mg",Comercial,13.34417104,Medio,2
19934265,Cloruro De Sodio,"Cloruro De Sodio 0,1169 mg",ml,Ampolla,Sodio Cloruro,Corpaul,"Sodio Cloruro (Corpaul) - Ampolla 10 ml - Cada 1 ml contiene: Cloruro De Sodio 0,1169 mg",Institucional,13.0246215,Medio,2
19934273,Oxigeno,Oxigeno 99 %,metros cubicos,Cilindro,Oxigeno Medicinal,Fonos Gases Industriales Y Medicinales,Oxigeno Medicinal (Fonos Gases Industriales Y Medicinales) - Cilindro 1 metros cubicos - Cada 1 metro cubico contiene: Oxigeno 99 %,Comercial,15300,Medio,2
19934273,Oxigeno,Oxigeno 99 %,metros cubicos,Cilindro,Oxigeno Medicinal Gaseoso,Fonos Gases Industriales Y Medicinales,Oxigeno Medicinal Gaseoso (Fonos Gases Industriales Y Medicinales) - Cilindro 3 metros cubicos - Cada 1 cilindro contiene: Oxigeno 99 %,Institucional,19747.9,Medio,2
19934273,Oxigeno,Oxigeno 99 %,metros cubicos,Cilindro,Oxigeno Medicinal Gaseoso,Fonos Gases Industriales Y Medicinales,Oxigeno Medicinal Gaseoso (Fonos Gases Industriales Y Medicinales) - Cilindro 3 metros cubicos - Cada 1 cilindro contiene: Oxigeno 99 %,Comercial,7187.5,Bajo,1
19934333,Acetaminofen Y Tramadol,"Tramadol 37,5 mg + Acetaminofen 325 mg",mg,Tableta,Fastfen,Siegfried,"Fastfen (Siegfried) - Cada Tableta contiene: Tramadol 37,5 mg + Acetaminofen 325 mg",Comercial,4165.136142,Alto,3
19934333,Acetaminofen Y Tramadol,"Tramadol 37,5 mg + Acetaminofen 325 mg",mg,Tableta,Fastfen,Siegfried,"Fastfen (Siegfried) - Cada Tableta contiene: Tramadol 37,5 mg + Acetaminofen 325 mg",Institucional,262.3477754,Medio,2
19934389,Tecnecio (99Mtc) Pirofosfato,Tecnecio 30 mg,mg,Vial,Pyp Radpharm,Selig,Pyp Radpharm (Selig) - Cada Vial contiene: Tecnecio 30 mg,Institucional,371533.3333,Medio,2
19934447,Risperidona,Risperidona 25 mg,mg,Vial,Risperdal Consta,Janssen,Risperdal Consta (Janssen) - Vial 2 mg - Cada 2 ml contiene: Risperidona 25 mg,Comercial,257116,Medio,2
19934447,Risperidona,Risperidona 25 mg,mg,Vial,Risperdal Consta,Janssen,Risperdal Consta (Janssen) - Vial 2 mg - Cada 2 ml contiene: Risperidona 25 mg,Institucional,248249.224,Medio,2
19934507,Difenhidramina,"Difenhidramina 0,25 mg",ml,Frasco,Difenhidramina,Licol,"Difenhidramina (Licol) - Frasco 120 ml - Cada 100 ml contiene: Difenhidramina 0,25 mg",Comercial,3147.909484,Medio,2
19934507,Difenhidramina,"Difenhidramina 0,25 mg",ml,Frasco,Difenhidramina,Licol,"Difenhidramina (Licol) - Frasco 120 ml - Cada 100 ml contiene: Difenhidramina 0,25 mg",Institucional,2224.215172,Medio,2
19934541,Carboximetilcelulosa Sodica,Carboximetilcelulosa 5 mg,ml,Frasco,Freegen,Especialidades Oftmalmologicas,Freegen (Especialidades Oftmalmologicas) - Frasco 15 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Institucional,48374.16775,Alto,3
19934541,Carboximetilcelulosa Sodica,Carboximetilcelulosa 5 mg,ml,Frasco,Freegen,Especialidades Oftmalmologicas,Freegen (Especialidades Oftmalmologicas) - Frasco 15 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Comercial,5830.366127,Bajo,1
19934541,Carboximetilcelulosa Sodica,Carboximetilcelulosa 5 mg,ml,Frasco,Freegen,Especialidades Oftmalmologicas,Freegen (Especialidades Oftmalmologicas) - Frasco 5 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Institucional,48029.83983,Alto,3
19934541,Carboximetilcelulosa Sodica,Carboximetilcelulosa 5 mg,ml,Frasco,Freegen,Especialidades Oftmalmologicas,Freegen (Especialidades Oftmalmologicas) - Frasco 5 ml - Cada 1 ml contiene: Carboximetilcelulosa 5 mg,Comercial,5219.926925,Bajo,1
19934559,Acido Hialuronico,Hialuronato De Sodio 16 mg,ml,Jeringa Prellenada,Biovisc,Sophia,"Biovisc (Sophia) - Jeringa Prellenada 2,25 ml - Cada 1 ml contiene: Hialuronato De Sodio 16 mg",Comercial,47509.5982,Medio,2
19934559,Acido Hialuronico,Hialuronato De Sodio 16 mg,ml,Jeringa Prellenada,Biovisc,Sophia,"Biovisc (Sophia) - Jeringa Prellenada 2,25 ml - Cada 1 ml contiene: Hialuronato De Sodio 16 mg",Institucional,43359.07336,Medio,2
