principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor
Olopatadina,Frasco,Olopatadina 2 mg,ml,Olodina,Especialidades Oftmalmologicas,77460.91403,Alto,3
Olopatadina,Frasco,Olopatadina 2 mg,ml,Olodina,Especialidades Oftmalmologicas,10173.71021,Bajo,1
Ácido Alendrónico Y Colecalciferol,Tableta,Acido Alendronico   70 mg + Colecalciferol 5600 IU,mg,Osficar,Lafrancol,13967,Medio,2
Piritinol,Frasco,"Piritinol 3,2 g",ml,Encefabol,Merck,47067,Medio,2
Nistatina,Frasco,Nistatina 100000 ui,ml,Nistatina,Labinco,5498.63606,Medio,2
Nistatina,Frasco,Nistatina 100000 ui,ml,Nistatina,Labinco,3149.282798,Medio,2
Alginato De Sodio Y Simeticona,Frasco,"Alginato De Sodio 2,5 g + Simeticona 1 g",ml,Nugasvid,Monser,17670.40697,Alto,3
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,La Sante,1997.320501,Medio,2
Ibuprofeno + Cafeina,Capsula,Ibuprofeno 200 mg + Cafeina 65 mg,mg,Advil Ultra,Glaxosmithkline,1507.087294,Medio,2
Ibuprofeno + Cafeina,Capsula,Ibuprofeno 200 mg + Cafeina 65 mg,mg,Advil Ultra,Glaxosmithkline,1270.013889,Medio,2
Tramadol,Ampolla,Tramadol 50 mg,ml,Tramasindol,Blaskov,1411.428571,Medio,2
Tramadol,Ampolla,Tramadol 50 mg,ml,Tramasindol,Blaskov,478.4540059,Medio,2
Guayacolato De Glicerilo,Frasco,Guayacolato De Glicerilo 2 g,ml,Guayacolato De Glicerilo,Memphis,5355.836664,Medio,2
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafilo,Memphis,1766.379543,Medio,2
Medroxiprogesterona,Ampolla,Medroxiprogesterona 150 mg,ml,Depotrim,Lafrancol,14743.71119,Medio,2
Medroxiprogesterona,Ampolla,Medroxiprogesterona 150 mg,ml,Depotrim,Lafrancol,445.1130952,Medio,2
Trabectedin,Vial,Trabectedin 1 mg,mg,Yondelis,Tecnofarma,4696924.446,Medio,2
Estriol,Tubo,"Estriol 0,1 g",g,Femtriol,Chalver,22783.93218,Medio,2
Estriol,Tubo,"Estriol 0,1 g",g,Femtriol,Chalver,22540.15304,Medio,2
Secnidazol,Tableta,Secnidazol 500 mg,mg,Nidaz,Nti New Trade,1028.25,Medio,2
Clorhexidina Y Cetrimida,Frasco,Cetrimida 1 g + Clorhexidina 4 g,ml,Clorhexidina + Cetrimida Jabon antiséptico,Corpaul,12500,Medio,2
Clorhexidina Y Cetrimida,Frasco,Cetrimida 1 g + Clorhexidina 4 g,ml,Clorhexidina + Cetrimida Jabon antiséptico,Corpaul,10373.33333,Medio,2
Fluoxetina,Frasco,"Fluoxetina 0,4 g",ml,Ansidep,Saluspharma,3194.399345,Bajo,1
Abacavir + Lamivudina,Tableta,Lamivudina 300 mg + Abacavir 600 mg,mg,Diviral,Legrand,1317.120376,Medio,2
Dexametasona Y Moxifloxacino,Frasco,Moxifloxacino 5 mg + Dexametasona 1 mg,ml,Vigadexa,Novartis,48597.86162,Alto,3
Dexametasona Y Moxifloxacino,Frasco,Moxifloxacino 5 mg + Dexametasona 1 mg,ml,Vigadexa,Novartis,22430,Bajo,1
N-Butil Bromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,N-Butil Bromuro De Hioscina,Procaps,1200,Medio,2
N-Butil Bromuro De Hioscina,Ampolla,N- Butil Bromuro De Hioscina 20 mg,ml,N-Butil Bromuro De Hioscina,Procaps,823.2156382,Medio,2
Dexametasona,Ampolla,Dexametasona 4 mg,ml,Dexametasona,Procaps,337.7147423,Bajo,1
Doxazosina,Tableta,Doxazosina 4 mg,mg,Carduran,Pfizer,5869,Medio,2
Doxazosina,Tableta,Doxazosina 4 mg,mg,Carduran,Pfizer,4868.221586,Medio,2
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona,Procaps,1000,Bajo,1
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona,Procaps,367.1514371,Bajo,1
Omega-3-Trigliceridos,Capsula,Acido Eicosapentaenoico Y Acido Docosahexaenoico 1200 mg,mg,Epax,Procaps,2212.060483,Medio,2
Omega-3-Trigliceridos,Capsula,Acido Eicosapentaenoico Y Acido Docosahexaenoico 1200 mg,mg,Epax,Procaps,613.7731497,Medio,2
Oxaliplatino,Vial,Oxaliplatino 50 mg,mg,Oxaliplatino,Unipharm,68891.76829,Medio,2
N-Butil Bromuro De Hioscina + Dipirona,Tableta,Dipirona 300 mg + N- Butil Bromuro De Hioscina 10 mg,mg,Espasmobil Grageas,Farmacol Chinoin,1212.34893,Medio,2
N-Butil Bromuro De Hioscina + Dipirona,Tableta,Dipirona 300 mg + N- Butil Bromuro De Hioscina 10 mg,mg,Espasmobil Grageas,Farmacol Chinoin,606.9230769,Medio,2
N-Butil Bromuro De Hioscina + Dipirona,Tableta,N- Butil Bromuro De Hioscina 10 mg + Dipirona 300 mg,mg,Espasmobil Grageas,Farmacol Chinoin,1353.578809,Medio,2
Cetirizina,Frasco,Cetirizina 10 mg,ml,Cetirizina,Tecnofar,26450.2683,Medio,2
Cetirizina,Frasco,Cetirizina 10 mg,ml,Cetirizina,Tecnofar,9967.064516,Medio,2
Cetirizina,Frasco,"Cetirizina 0,1 g",ml,Cetirizina,Tecnofar,23209.82218,Medio,2
Cetirizina,Frasco,"Cetirizina 0,1 g",ml,Cetirizina,Tecnofar,5553.933273,Bajo,1
Calcio (Diferentes Sales En Combinacion),Ampolla,Calcio (Diferentes Sales En Combinacion) 400 mg + Calcio (Diferentes Sales En Combinacion) 600 mg,ml,Calcio Al 10%,Ryan,1485.869565,Medio,2
Calcio (Diferentes Sales En Combinacion),Ampolla,Calcio (Diferentes Sales En Combinacion) 400 mg + Calcio (Diferentes Sales En Combinacion) 600 mg,ml,Calcio Al 10%,Ryan,1493.75,Medio,2
Etomidato,Ampolla,Etomidato 20 mg,ml,Etomidato,Braun Melsungen,20590,Medio,2
Etomidato,Ampolla,Etomidato 20 mg,ml,Etomidato,Braun Melsungen,17260,Medio,2
Fluconazol,Capsula,Fluconazol 200 mg,mg,Fluconazol,Pentacoop,1098.514184,Bajo,1
Hidroclorotiazida Y Candesartan,Tableta,"Candesartan 16 mg + Hidroclorotiazida 12,5 mg",mg,Candeprex H,Mega Labs,3405.431512,Alto,3
Hidroclorotiazida Y Candesartan,Tableta,"Candesartan 16 mg + Hidroclorotiazida 12,5 mg",mg,Candeprex H,Mega Labs,987.5431235,Bajo,1
Diacereina,Capsula,Diacereina 50 mg,mg,Artrodar,Novamed,4145.065305,Alto,3
Diacereina,Capsula,Diacereina 50 mg,mg,Artrodar,Novamed,707,Alto,3
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Lecetir,Pharmaderm,5175.286822,Alto,3
Risperidona,Vial,"Risperidona 37,5 mg",mg,Risperdal Consta,Janssen,385673,Medio,2
Risperidona,Vial,"Risperidona 37,5 mg",mg,Risperdal Consta,Janssen,372714.1755,Medio,2
Gemfibrozilo,Tableta,Gemfibrozilo 600 mg,mg,Gemfibrozilo,Pentacoop,424.2896212,Bajo,1
Sulfadiazina De Plata,Tubo,Sulfadiazina De Plata 1 g,g,Sulfadiazina,Memphis,7761.585654,Medio,2
Loratadina,Frasco,Loratadina 100 mg,ml,Loratadina,Best,6223,Medio,2
Loratadina,Frasco,Loratadina 100 mg,ml,Loratadina,Best,3410.569747,Medio,2
Betahistina,Tableta,Betahistina 8 mg,mg,Betahistina Diclorhidrato,La Sante,1705.899863,Medio,2
Betahistina,Tableta,Betahistina 8 mg,mg,Betahistina Diclorhidrato,La Sante,170.7276473,Bajo,1
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina Diclorhidrato,La Sante,2923.267595,Medio,2
Betahistina,Tableta,Betahistina 16 mg,mg,Betahistina Diclorhidrato,La Sante,176.1480265,Bajo,1
Glucosamina Y Condroitina,Sobre,Metilsulfonilmetano 2400 mg + Glucosamina Sulfato 1500 mg + Condroitin Sulfato 1200 mg,g,Flextril C,Novamed,5251.533333,Medio,2
Glucosamina Y Condroitina,Sobre,Metilsulfonilmetano 2400 mg + Glucosamina Sulfato 1500 mg + Condroitin Sulfato 1200 mg,g,Flextril C,Novamed,2303.312021,Medio,2
Glucosamina Y Condroitina,Sobre,Glucosamina Sulfato 1500 mg + Condroitin Sulfato 1200 mg + Metilsulfonilmetano 2400 mg,g,Flextril C,Novamed,10012.71148,Medio,2
Glucosamina Y Condroitina,Sobre,Glucosamina Sulfato 1500 mg + Condroitin Sulfato 1200 mg + Metilsulfonilmetano 2400 mg,g,Flextril C,Novamed,2353.426663,Medio,2
Ibuprofeno,Frasco,Ibuprofeno 2 g,ml,Dolivium,Coopidrogas,3948,Bajo,1
Losartan,Tableta,Losartan 50 mg,mg,Losan,Coopidrogas,76.96666667,Bajo,1
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Dolivium R,Coopidrogas,188.74,Bajo,1
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Drilyna,Bago,5330,Alto,3
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Drilyna,Bago,588,Medio,2
Metronidazol,Bolsa,Metronidazol 500 mg,ml,Metronidazol,Corpaul,26.54383117,Bajo,1
Metronidazol,Bolsa,Metronidazol 500 mg,ml,Metronidazol,Corpaul,23.57539804,Bajo,1
Haloperidol,Ampolla,Haloperidol 5 mg,ml,Haloperidol,Actifarma,1060,Medio,2
Metformina Y Vildagliptina,Tableta,Metformina 850 mg + Vildagliptina 50 mg,mg,Galvus Met,Novartis,1307.785714,Medio,2
Metformina Y Vildagliptina,Tableta,Metformina 850 mg + Vildagliptina 50 mg,mg,Galvus Met,Novartis,740.3571429,Medio,2
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 850 mg,mg,Galvus Met,Novartis,1145.267857,Medio,2
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 850 mg,mg,Galvus Met,Novartis,738.0892857,Medio,2
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 1000 mg,mg,Galvus Met,Novartis,1289.5,Medio,2
Metformina Y Vildagliptina,Tableta,Vildagliptina 50 mg + Metformina 1000 mg,mg,Galvus Met,Novartis,763.1071429,Medio,2
Mesalazina,Frasco,Mesalazina 7 g,ml,Mesax,Labinco,7145.37037,Medio,2
Perindopril,Tableta,Perindopril 10 mg,mg,Coversyl A,Les Laboratoires Servier,1123.4,Medio,2
Perindopril,Tableta,Perindopril 10 mg,mg,Coversyl A,Les Laboratoires Servier,1128.417469,Medio,2
Perindopril,Tableta,Perindopril 5 mg,mg,Coversyla,Les Laboratoires Servier,561.7,Medio,2
Perindopril,Tableta,Perindopril 5 mg,mg,Coversyla,Les Laboratoires Servier,559.3662124,Medio,2
Metoclopramida Y Simeticona,Frasco,Simeticona 500 mg + Metoclopramida 100 mg,ml,Reflufin Plus,Farmaser,33629.7288,Medio,2
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 0,05 g + Gentamicina 0,05 g",g,Dermakron,Bd Farma,6680.897321,Bajo,1
Sen + Ruibarbo + Sulfato De Magnesio,Sobre,"Sulfato De Magnesio 96,04 g + Ruibarbo En Polvo 1,96 g + Sen En Polvo 2 g",g,Velgolax,Velez Y Gomez,8044.231527,Medio,2
Rivaroxaban,Tableta,Rivaroxaban 10 mg,mg,Xarelto,Bayer,6780.6,Alto,3
Rivaroxaban,Tableta,Rivaroxaban 10 mg,mg,Xarelto,Bayer,6729.291319,Alto,3
Pemetrexed,Vial,Pemetrexed 100 mg,mg,Alimta,Eli Lilly,343595.7009,Alto,3
Meloxicam,Ampolla,Meloxicam 15 mg,ml,Meloxicam,Vitalis,3900,Bajo,1
Meloxicam,Ampolla,Meloxicam 15 mg,ml,Meloxicam,Vitalis,2514.584527,Medio,2
Cromoglicato De Sodio,Frasco,Cromoglicato Sodico 40 mg,ml,Cromovital,Vitalis,9069.092722,Medio,2
Cromoglicato De Sodio,Frasco,Cromoglicato Sodico 40 mg,ml,Cromovital,Vitalis,4780.061538,Medio,2
Tinidazol,Frasco,Tinidazol 20 g,ml,Finameb Suspension,Labquifar,4206.099727,Medio,2
Tinidazol,Frasco,Tinidazol 20 g,ml,Finameb Suspension,Labquifar,1646.556474,Medio,2
Piridostigmina,Tableta,Piridostigmina 60 mg,mg,Piridostigmina,Saluspharma,827.2172099,Alto,3
Iopromida,Vial,Iopromida 769 mg,ml,Ultravist,Bayer,67392.12804,Bajo,1
Iopromida,Vial,Iopromida 769 mg,ml,Ultravist,Bayer,134459.4788,Alto,3
Iopromida,Vial,"Iopromida 623,4 mg",ml,Ultravist,Bayer,25986,Bajo,1
Iopromida,Frasco,"Iopromida 623,4 mg",ml,Ultravist,Bayer,56131.18033,Medio,2
Iopromida,Frasco,"Iopromida 623,4 mg",ml,Ultravist,Bayer,110611.3019,Medio,2
Iopromida,Frasco,"Iopromida 623,4 mg",ml,Ultravist,Bayer,219980,Medio,2
Iopromida,Frasco,"Iopromida 623,4 mg",ml,Ultravist,Bayer,220065.1939,Medio,2
Iopromida,Frasco,"Iopromida 623,4 mg",ml,Ultravist,Bayer,557903.1915,Alto,3
Acetaminofen + Loratadina + Fenilefrina,Sobre,Acetaminofen 500 mg + Loratadina 5 mg + Fenilefrina 10 mg,g,Resfrygrip Plus,Labquifar,1126.041667,Medio,2
Acetaminofen + Loratadina + Fenilefrina,Sobre,Loratadina 5 mg + Acetaminofen 500 mg + Fenilefrina 10 mg,g,Resfrygrip Plus,Labquifar,1071.463259,Medio,2
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 2 g,g,Nistatina + Oxido De Zinc,Colmed,7000,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 2 g,g,Nistatina + Oxido De Zinc,Colmed,14959.07498,Alto,3
Nistatina Y Oxido De Zinc,Tubo,Oxido De Zinc 20 g + Nistatina 2 g,g,Nistatina + Oxido De Zinc,Colmed,7958.222033,Medio,2
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Truxa,Monte Verde,35153.30781,Alto,3
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Truxa,Monte Verde,31156,Alto,3
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Medroxiprogesterona,American Generics,153.7918719,Bajo,1
Medroxiprogesterona,Tableta,Medroxiprogesterona 5 mg,mg,Medroxiprogesterona,American Generics,10.26666667,Bajo,1
Acetilcisteina,Sobre,"N-Acetilcisteina 0,2 g",g,Mucochem,Biochem,826.6988754,Medio,2
Toxina Botulinica,Vial,Toxina Botulinica 300 U,U,Dysport,Ipsen,847291.6854,Medio,2
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Maleato De Clorfeniramina 1 mg,mg,Advil Multisintomas,Glaxosmithkline,1462.664622,Medio,2
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Ibuprofeno 200 mg + Maleato De Clorfeniramina 1 mg + Fenilefrina 10 mg,mg,Advil Multisintomas,Glaxosmithkline,1407.309929,Medio,2
Ibuprofeno + Clorfeniramina + Fenilerina,Capsula,Maleato De Clorfeniramina 1 mg + Fenilefrina 10 mg + Ibuprofeno 200 mg,mg,Advil Multisintomas,Glaxosmithkline,1431.718313,Medio,2
Eszopiclona,Tableta,Eszopiclona 3 mg,mg,Isoklon,Tecnoquimicas,6233.728416,Alto,3
Eszopiclona,Tableta,Eszopiclona 3 mg,mg,Isoklon,Tecnoquimicas,933.9432948,Medio,2
Clotrimazol,Tubo,Clotrimazol 1 g,g,Cloritimicotin,Nti New Trade,3009,Bajo,1
Clotrimazol,Tubo,Clotrimazol 1 g,g,Cloritimicotin,Nti New Trade,3857,Bajo,1
Haloperidol,Frasco,Haloperidol 2 mg,ml,Haloperidol,Actifarma,5597.153846,Alto,3
Acetaminofen + Fenilefrina + Clorfeniramina,Frasco,Acetaminofen 3 g + Maleato De Clorfeniramina 5 mg + Fenilefrina 50 mg,ml,Taigrip,Kevipharma,7858.4,Medio,2
Metronidazol,Tableta,Metronidazol 500 mg,mg,Metronidazol,Laproff,128.0664678,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,"Oxido De Zinc 20,6 g + Nistatina 1,816 g",g,Instacalm,Labinco,11052.7913,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,"Oxido De Zinc 20,6 g + Nistatina 1,816 g",g,Instacalm,Labinco,6228.298527,Bajo,1
Nistatina Y Oxido De Zinc,Tubo,"Oxido De Zinc 20,6 g + Nistatina 1,816 g",g,Instacalm,Labinco,18808.22794,Alto,3
Nistatina Y Oxido De Zinc,Tubo,"Oxido De Zinc 20,6 g + Nistatina 1,816 g",g,Instacalm,Labinco,8755.136268,Alto,3
Enalapril,Tableta,Enalapril 20 mg,mg,Presuren,Patmar,98.9081581,Medio,2
Enalapril,Tableta,Enalapril 20 mg,mg,Presuren,Patmar,38,Bajo,1
Flunarizina,Tableta,Flunarizina 10 mg,mg,Flunarizina,Pentacoop,97.9857472,Bajo,1
Electrolitos Con Carbohidratos Rehidratacion Oral,Sobre,Electrolitos Con Carbohidratos Rehidratacion Oral,g,Sales De Rehidratacion Oral,Pentacoop,741.1114554,Medio,2
Electrolitos Con Carbohidratos Rehidratacion Oral,Sobre,Electrolitos Con Carbohidratos Rehidratacion Oral,g,Sales De Rehidratacion Oral,Pentacoop,490,Medio,2
Nimesulida,Tableta,Nimesulida 100 mg,mg,Nimesulida,Impofar,166.2445933,Bajo,1
Quetiapina,Tableta,Quetiapina 400 mg,mg,Seroquel,Astrazeneca,5466,Bajo,1
Quetiapina,Tableta,Quetiapina 400 mg,mg,Seroquel,Astrazeneca,5278.466667,Alto,3
Quetiapina,Tableta,Quetiapina 50 mg,mg,Seroquel,Astrazeneca,683,Medio,2
Quetiapina,Tableta,Quetiapina 50 mg,mg,Seroquel,Astrazeneca,683,Alto,3
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2733,Bajo,1
Quetiapina,Tableta,Quetiapina 200 mg,mg,Seroquel,Astrazeneca,2715.606325,Alto,3
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4100,Medio,2
Quetiapina,Tableta,Quetiapina 300 mg,mg,Seroquel,Astrazeneca,4068.327666,Alto,3
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 0,05 g + Gentamicina 0,05 g",g,Corticol,Gimed,14585,Alto,3
Betametasona + Clotrimazol + Gentamicina,Tubo,"Betametasona 0,05 g + Clotrimazol 1 g + Gentamicina 0,1 g",g,Corticol,Gimed,17224,Bajo,1
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,13824.759,Medio,2
Clindamicina Y Ketoconazol,Capsula,Clindamicina 100 mg + Ketoconazol 400 mg,mg,Bexon Duo,Monte Verde,8039.225,Medio,2
Clindamicina Y Ketoconazol,Capsula,Ketoconazol 400 mg + Clindamicina 100 mg,mg,Bexon Duo,Monte Verde,15233.4,Medio,2
Complejo B,Jeringa Prellenada,Complejo B 100 mg + Complejo B 100 mg + Complejo B 10 mg,ml,Neuropron,Chalver,89000,Medio,2
Complejo B,Jeringa Prellenada,Complejo B 100 mg + Complejo B 100 mg + Complejo B 10 mg,ml,Neuropron,Chalver,89000,Medio,2
Itraconazol,Capsula,Itraconazol 100 mg,mg,Itrol,Suiphar,937.5,Medio,2
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,3250.970698,Medio,2
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,La Sante,216.5881049,Bajo,1
Lenalidomida,Capsula,Lenalidomida 10 mg,mg,Revlimid,Bristol Myers Squibb,616721,Alto,3
Lenalidomida,Capsula,Lenalidomida 5 mg,mg,Revlimid,Bristol Myers Squibb,622736,Alto,3
Vancomicina,Vial,Vancomicina 500 mg,mg,Vanbiotic,Vitalis,10000,Alto,3
Vancomicina,Vial,Vancomicina 500 mg,mg,Vanbiotic,Vitalis,6775.310183,Alto,3
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,4000,Bajo,1
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,5670.949721,Medio,2
Yodopovidona,Frasco,Yodopovidona 10 g,ml,Soluvidona,Labquifar,2737.987942,Bajo,1
Levetiracetam,Vial,Levetiracetam 100 mg,ml,Keppra,Glaxosmithkline,23700,Medio,2
Levetiracetam,Vial,Levetiracetam 100 mg,ml,Keppra,Glaxosmithkline,21034.12842,Medio,2
Meloxicam,Tableta,Meloxicam 15 mg,mg,Leuxicam,Bremymg,1167.378731,Medio,2
Lenalidomida,Capsula,Lenalidomida 25 mg,mg,Revlimid,Bristol Myers Squibb,738175,Alto,3
Lenalidomida,Capsula,Lenalidomida 15 mg,mg,Revlimid,Bristol Myers Squibb,632198,Alto,3
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Larvisol,Armofar,3370.853713,Medio,2
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,American Generics,4681.188144,Medio,2
Betametasona,Tubo,"Betametasona 0,05 g",g,Betametasona,American Generics,2037.37246,Bajo,1
Clorhexidina,Frasco,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,4140.323502,Alto,3
Clorhexidina,Frasco,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2693.137255,Medio,2
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,6275.495066,Bajo,1
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,4750,Bajo,1
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,12849,Medio,2
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,13194.2,Medio,2
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,66892,Alto,3
Clorhexidina,Frasco,"Clorhexidina 2,3 g",ml,Wescohex,Electrowest,59969.45455,Alto,3
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2309.779933,Bajo,1
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2154.022059,Bajo,1
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2618.170007,Medio,2
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,2633.994872,Medio,2
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,3492.703667,Medio,2
Clorhexidina,Bolsa,"Clorhexidina 2,3 %",ml,Wescohex,Electrowest,6200,Alto,3
Guayacolato De Glicerilo Y Bromhexina,Frasco,"Guayacolato De Glicerilo 0,04 g + Bromhexina 1 g",ml,Efrimel Jarabe Niños,Gimed,10396,Medio,2
Mesalazina,Tableta,Mesalazina 500 mg,mg,Mesax,Labinco,288.6221739,Alto,3
Acetaminofen Y Codeina,Capsula,Acetaminofen 325 mg + Codeina Fosfato 30 mg,mg,Acetaminofen + Codeina,Colmed,999.2594822,Medio,2
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,800,Alto,3
Acetaminofen Y Codeina,Capsula,Codeina Fosfato 30 mg + Acetaminofen 325 mg,mg,Acetaminofen + Codeina,Colmed,789.5279684,Medio,2
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,506.9847614,Medio,2
Trimebutina,Tableta,Trimebutina 200 mg,mg,Trimebutina,Genfar,153.6829497,Bajo,1
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,311.1,Medio,2
Loratadina,Tableta,Loratadina 10 mg,mg,Loratadina,Best,96.6,Medio,2
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Simeticona 0,4 g + Hidroxido De Aluminio 4 g + Hidroxido De Magnesio 4 g",ml,Simetil,Best,14345.41731,Medio,2
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Magnesio 4 10 + Simeticona 0,4 50 + Hidroxido De Aluminio 4 g",ml,Simetil,Best,14141.89686,Medio,2
Hidroxido De Aluminio + Hidroxido De Magnesio + Simeticona,Frasco,"Hidroxido De Magnesio 4 10 + Simeticona 0,4 50 + Hidroxido De Aluminio 4 g",ml,Simetil,Best,5709.090909,Medio,2
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,2892.163522,Alto,3
Losartan Y Amlodipino,Capsula,"Losartan 50 mg + Amlodipino 2,5 mg",mg,Aramax,Mega Labs,1207.990698,Alto,3
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,4028.208982,Bajo,1
Losartan Y Amlodipino,Capsula,Amlodipino 5 mg + Losartan 100 mg,mg,Aramax,Mega Labs,1723.582076,Bajo,1
Temozolomida,Capsula,Temozolomida 140 mg,mg,Temodal,Merck Sharp Dome,144704.8847,Alto,3
Hidrocortisona,Frasco,"Hidrocortisona 0,5 g",ml,Cortisolona,Labquifar,5939.835339,Medio,2
Hidrocortisona,Frasco,"Hidrocortisona 0,5 g",ml,Cortisolona,Labquifar,3847.288494,Medio,2
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,590.8571429,Bajo,1
Dienogest Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Dienogest 2 mg",mg,Bellaface,Lafrancol,567.6267101,Alto,3
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,895.1030769,Medio,2
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,112 mg",mg,Tiroxin,Siegfried,388.7037037,Medio,2
Neomicina + Polimixina + Dexametasona,Frasco,"Polimixina B Sulfato 6,6 66 + Dexametasona 1 mg + Neomicina 3,5 mg",ml,Trivisiol,Gruinfacol,1366.2,Medio,2
Acetaminofen + Fenilefrina + Cetirizina,Frasco,"Fenilefrina 0,1 3 + Cetirizina 0,05 g + Acetaminofen 6,5 g",ml,Chalver Fluzetrin,Chalver,27000,Medio,2
Acetaminofen + Fenilefrina + Cetirizina,Frasco,"Fenilefrina 0,1 3 + Cetirizina 0,05 g + Acetaminofen 6,5 g",ml,Chalver Fluzetrin,Chalver,27000,Medio,2
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Bemucol,Gc Farma,312.3579545,Bajo,1
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,350.9734789,Medio,2
Levotiroxina Sodica,Tableta,"Levotiroxina Sodica 0,088 mg",mg,Tiroxin,Siegfried,745.1352577,Medio,2
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Pentacoop,59.80869214,Bajo,1
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Pentacoop,0.4886178862,Bajo,1
Adapaleno Y Peroxido De Benzoilo,Frasco,"Adapalene 0,1 g + Peroxido De Benzoilo Hidratado 2,5 g",g,Epiduo,Galderma,116049.8249,Medio,2
